Local Site Name,County,State,Material,Monthly Measurements,Yearly Measurement Average,Year,Month
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,57.6,41.52610287,2023,6
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,43.35483871,41.52610287,2023,7
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,34.96153846,41.52610287,2023,8
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,29.9,41.52610287,2023,9
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,27.6,41.52610287,2023,10
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,32.5,38.88350821,2024,2
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,34.32258065,38.88350821,2024,3
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,40.73333333,38.88350821,2024,4
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,46.86206897,38.88350821,2024,5
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,39.89285714,38.88350821,2024,6
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,39.51612903,38.88350821,2024,7
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,34.09677419,38.88350821,2024,8
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,34.9,38.88350821,2024,9
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,34.93548387,38.88350821,2024,10
ROSELAKE2 9870 STOLL RD,Clinton,MI,AQI,31.5,38.88350821,2024,11
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,32.52777778,38.78448535,2020,1
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,39.27777778,38.78448535,2020,12
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,40.91666667,42.59804194,2021,1
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,39.19444444,42.59804194,2021,12
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,35.75,40.34060299,2022,1
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,39.16666667,40.34060299,2022,12
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,49.58333333,46.08247326,2023,1
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,35.97222222,46.08247326,2023,12
WHALEY PK 3610 IOWA (FLINT),Genesee,MI,AQI,39.54054054,38.88350821,2024,1
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,38.0,37.09635065,2020,2
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,35.58064516,37.09635065,2020,3
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,38.93333333,37.09635065,2020,4
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,42.90322581,37.09635065,2020,5
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,51.53333333,37.09635065,2020,6
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,44.4516129,37.09635065,2020,7
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,34.77419355,37.09635065,2020,8
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,32.56666667,37.09635065,2020,9
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,28.67741935,37.09635065,2020,10
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,31.5,37.09635065,2020,11
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,38.8,38.68387656,2021,2
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,37.74193548,38.68387656,2021,3
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,38.63333333,38.68387656,2021,4
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,45.74193548,38.68387656,2021,5
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,48.3,38.68387656,2021,6
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,33.35483871,38.68387656,2021,7
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,41.63333333,38.68387656,2021,8
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,33.375,38.68387656,2021,9
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,28.26666667,38.68387656,2021,10
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,35.70967742,38.28998962,2022,3
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,35.06666667,38.28998962,2022,4
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,40.36666667,38.28998962,2022,5
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,44.36666667,38.28998962,2022,6
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,37.87096774,38.28998962,2022,7
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,34.5483871,38.28998962,2022,8
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,32.0,38.28998962,2022,9
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,32.42857143,38.28998962,2022,10
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,40.03225806,41.52610287,2023,3
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,44.7,41.52610287,2023,4
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,42.0,41.52610287,2023,5
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,46.93333333,41.52610287,2023,6
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,49.09677419,41.52610287,2023,7
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,34.87096774,41.52610287,2023,8
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,34.88888889,41.52610287,2023,9
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,26.51851852,41.52610287,2023,10
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,35.0,38.88350821,2024,2
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,42.93548387,38.88350821,2024,7
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,41.51612903,38.88350821,2024,8
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,40.51724138,38.88350821,2024,9
RURAL THUMB AREA OZONE SITE,Huron,MI,AQI,34.4516129,38.88350821,2024,10
LANSING / FILLEY STREET,Ingham,MI,AQI,26.12903226,38.78448535,2020,1
LANSING / FILLEY STREET,Ingham,MI,AQI,36.81578947,38.78448535,2020,1
LANSING / FILLEY STREET,Ingham,MI,AQI,31.72413793,38.78448535,2020,2
LANSING / FILLEY STREET,Ingham,MI,AQI,37.34210526,38.78448535,2020,2
LANSING / FILLEY STREET,Ingham,MI,AQI,31.4516129,38.78448535,2020,3
LANSING / FILLEY STREET,Ingham,MI,AQI,39.0,38.78448535,2020,3
LANSING / FILLEY STREET,Ingham,MI,AQI,35.76666667,38.78448535,2020,4
LANSING / FILLEY STREET,Ingham,MI,AQI,33.0,38.78448535,2020,4
LANSING / FILLEY STREET,Ingham,MI,AQI,36.3,38.78448535,2020,5
LANSING / FILLEY STREET,Ingham,MI,AQI,33.07317073,38.78448535,2020,5
LANSING / FILLEY STREET,Ingham,MI,AQI,46.625,38.78448535,2020,6
LANSING / FILLEY STREET,Ingham,MI,AQI,41.525,38.78448535,2020,6
LANSING / FILLEY STREET,Ingham,MI,AQI,42.0,38.78448535,2020,7
LANSING / FILLEY STREET,Ingham,MI,AQI,45.05,38.78448535,2020,7
LANSING / FILLEY STREET,Ingham,MI,AQI,36.5483871,38.78448535,2020,8
LANSING / FILLEY STREET,Ingham,MI,AQI,41.9047619,38.78448535,2020,8
LANSING / FILLEY STREET,Ingham,MI,AQI,32.0,38.78448535,2020,9
LANSING / FILLEY STREET,Ingham,MI,AQI,33.375,38.78448535,2020,9
LANSING / FILLEY STREET,Ingham,MI,AQI,28.58064516,38.78448535,2020,10
LANSING / FILLEY STREET,Ingham,MI,AQI,22.4,38.78448535,2020,10
LANSING / FILLEY STREET,Ingham,MI,AQI,27.36666667,38.78448535,2020,11
LANSING / FILLEY STREET,Ingham,MI,AQI,36.6,38.78448535,2020,11
LANSING / FILLEY STREET,Ingham,MI,AQI,23.06666667,38.78448535,2020,12
LANSING / FILLEY STREET,Ingham,MI,AQI,41.1,38.78448535,2020,12
LANSING / FILLEY STREET,Ingham,MI,AQI,26.38709677,42.59804194,2021,1
LANSING / FILLEY STREET,Ingham,MI,AQI,44.02777778,42.59804194,2021,1
LANSING / FILLEY STREET,Ingham,MI,AQI,34.61538462,42.59804194,2021,2
LANSING / FILLEY STREET,Ingham,MI,AQI,45.45454545,42.59804194,2021,2
LANSING / FILLEY STREET,Ingham,MI,AQI,37.96551724,42.59804194,2021,3
LANSING / FILLEY STREET,Ingham,MI,AQI,35.08333333,42.59804194,2021,3
LANSING / FILLEY STREET,Ingham,MI,AQI,38.4,42.59804194,2021,4
LANSING / FILLEY STREET,Ingham,MI,AQI,39.65714286,42.59804194,2021,4
LANSING / FILLEY STREET,Ingham,MI,AQI,41.87096774,42.59804194,2021,5
LANSING / FILLEY STREET,Ingham,MI,AQI,35.03030303,42.59804194,2021,5
LANSING / FILLEY STREET,Ingham,MI,AQI,47.22222222,42.59804194,2021,6
LANSING / FILLEY STREET,Ingham,MI,AQI,33.27272727,42.59804194,2021,6
LANSING / FILLEY STREET,Ingham,MI,AQI,36.09677419,42.59804194,2021,7
LANSING / FILLEY STREET,Ingham,MI,AQI,49.27777778,42.59804194,2021,7
LANSING / FILLEY STREET,Ingham,MI,AQI,38.83870968,42.59804194,2021,8
LANSING / FILLEY STREET,Ingham,MI,AQI,51.5,42.59804194,2021,8
LANSING / FILLEY STREET,Ingham,MI,AQI,34.26666667,42.59804194,2021,9
LANSING / FILLEY STREET,Ingham,MI,AQI,31.48571429,42.59804194,2021,9
LANSING / FILLEY STREET,Ingham,MI,AQI,26.32258065,42.59804194,2021,10
LANSING / FILLEY STREET,Ingham,MI,AQI,32.86486486,42.59804194,2021,10
LANSING / FILLEY STREET,Ingham,MI,AQI,24.33333333,42.59804194,2021,11
LANSING / FILLEY STREET,Ingham,MI,AQI,36.97058824,42.59804194,2021,11
LANSING / FILLEY STREET,Ingham,MI,AQI,22.3,42.59804194,2021,12
LANSING / FILLEY STREET,Ingham,MI,AQI,41.94444444,42.59804194,2021,12
LANSING / FILLEY STREET,Ingham,MI,AQI,27.96774194,40.34060299,2022,1
LANSING / FILLEY STREET,Ingham,MI,AQI,43.28571429,40.34060299,2022,1
LANSING / FILLEY STREET,Ingham,MI,AQI,33.07142857,40.34060299,2022,2
LANSING / FILLEY STREET,Ingham,MI,AQI,41.15625,40.34060299,2022,2
LANSING / FILLEY STREET,Ingham,MI,AQI,34.12903226,40.34060299,2022,3
LANSING / FILLEY STREET,Ingham,MI,AQI,34.6,40.34060299,2022,3
LANSING / FILLEY STREET,Ingham,MI,AQI,33.76666667,40.34060299,2022,4
LANSING / FILLEY STREET,Ingham,MI,AQI,31.85714286,40.34060299,2022,4
LANSING / FILLEY STREET,Ingham,MI,AQI,38.4,40.34060299,2022,5
LANSING / FILLEY STREET,Ingham,MI,AQI,32.22222222,40.34060299,2022,5
LANSING / FILLEY STREET,Ingham,MI,AQI,15.0,40.34060299,2022,6
LANSING / FILLEY STREET,Ingham,MI,AQI,49.53333333,40.34060299,2022,6
LANSING / FILLEY STREET,Ingham,MI,AQI,39.51428571,40.34060299,2022,6
LANSING / FILLEY STREET,Ingham,MI,AQI,42.75,40.34060299,2022,7
LANSING / FILLEY STREET,Ingham,MI,AQI,41.79310345,40.34060299,2022,7
LANSING / FILLEY STREET,Ingham,MI,AQI,14.0,40.34060299,2022,8
LANSING / FILLEY STREET,Ingham,MI,AQI,33.96774194,40.34060299,2022,8
LANSING / FILLEY STREET,Ingham,MI,AQI,35.19444444,40.34060299,2022,8
LANSING / FILLEY STREET,Ingham,MI,AQI,6.0,40.34060299,2022,9
LANSING / FILLEY STREET,Ingham,MI,AQI,30.39285714,40.34060299,2022,9
LANSING / FILLEY STREET,Ingham,MI,AQI,33.17142857,40.34060299,2022,9
LANSING / FILLEY STREET,Ingham,MI,AQI,11.0,40.34060299,2022,10
LANSING / FILLEY STREET,Ingham,MI,AQI,32.19354839,40.34060299,2022,10
LANSING / FILLEY STREET,Ingham,MI,AQI,33.83333333,40.34060299,2022,10
LANSING / FILLEY STREET,Ingham,MI,AQI,11.5,40.34060299,2022,11
LANSING / FILLEY STREET,Ingham,MI,AQI,30.56666667,40.34060299,2022,11
LANSING / FILLEY STREET,Ingham,MI,AQI,37.81481481,40.34060299,2022,11
LANSING / FILLEY STREET,Ingham,MI,AQI,6.0,40.34060299,2022,12
LANSING / FILLEY STREET,Ingham,MI,AQI,24.46666667,40.34060299,2022,12
LANSING / FILLEY STREET,Ingham,MI,AQI,45.625,40.34060299,2022,12
LANSING / FILLEY STREET,Ingham,MI,AQI,23.80645161,46.08247326,2023,1
LANSING / FILLEY STREET,Ingham,MI,AQI,48.90697674,46.08247326,2023,1
LANSING / FILLEY STREET,Ingham,MI,AQI,34.0,46.08247326,2023,2
LANSING / FILLEY STREET,Ingham,MI,AQI,36.5,46.08247326,2023,2
LANSING / FILLEY STREET,Ingham,MI,AQI,39.03571429,46.08247326,2023,3
LANSING / FILLEY STREET,Ingham,MI,AQI,46.48275862,46.08247326,2023,4
LANSING / FILLEY STREET,Ingham,MI,AQI,29.8125,46.08247326,2023,4
LANSING / FILLEY STREET,Ingham,MI,AQI,51.25806452,46.08247326,2023,5
LANSING / FILLEY STREET,Ingham,MI,AQI,38.74285714,46.08247326,2023,5
LANSING / FILLEY STREET,Ingham,MI,AQI,9.666666667,46.08247326,2023,6
LANSING / FILLEY STREET,Ingham,MI,AQI,60.2962963,46.08247326,2023,6
LANSING / FILLEY STREET,Ingham,MI,AQI,80.85294118,46.08247326,2023,6
LANSING / FILLEY STREET,Ingham,MI,AQI,46.76666667,46.08247326,2023,7
LANSING / FILLEY STREET,Ingham,MI,AQI,57.05555556,46.08247326,2023,7
LANSING / FILLEY STREET,Ingham,MI,AQI,39.41666667,46.08247326,2023,8
LANSING / FILLEY STREET,Ingham,MI,AQI,51.4,46.08247326,2023,8
LANSING / FILLEY STREET,Ingham,MI,AQI,34.63333333,46.08247326,2023,9
LANSING / FILLEY STREET,Ingham,MI,AQI,35.5,46.08247326,2023,9
LANSING / FILLEY STREET,Ingham,MI,AQI,30.65,46.08247326,2023,10
LANSING / FILLEY STREET,Ingham,MI,AQI,29.44444444,46.08247326,2023,10
LANSING / FILLEY STREET,Ingham,MI,AQI,25.77272727,46.08247326,2023,11
LANSING / FILLEY STREET,Ingham,MI,AQI,38.76470588,46.08247326,2023,11
LANSING / FILLEY STREET,Ingham,MI,AQI,20.5,46.08247326,2023,12
LANSING / FILLEY STREET,Ingham,MI,AQI,37.5,46.08247326,2023,12
LANSING / FILLEY STREET,Ingham,MI,AQI,12.0,38.88350821,2024,1
LANSING / FILLEY STREET,Ingham,MI,AQI,23.2,38.88350821,2024,1
LANSING / FILLEY STREET,Ingham,MI,AQI,36.64285714,38.88350821,2024,1
LANSING / FILLEY STREET,Ingham,MI,AQI,28.79310345,38.88350821,2024,2
LANSING / FILLEY STREET,Ingham,MI,AQI,40.82758621,38.88350821,2024,2
LANSING / FILLEY STREET,Ingham,MI,AQI,32.70967742,38.88350821,2024,3
LANSING / FILLEY STREET,Ingham,MI,AQI,29.4516129,38.88350821,2024,3
LANSING / FILLEY STREET,Ingham,MI,AQI,38.68965517,38.88350821,2024,4
LANSING / FILLEY STREET,Ingham,MI,AQI,44.14285714,38.88350821,2024,5
LANSING / FILLEY STREET,Ingham,MI,AQI,8.555555556,38.88350821,2024,6
LANSING / FILLEY STREET,Ingham,MI,AQI,43.5,38.88350821,2024,6
LANSING / FILLEY STREET,Ingham,MI,AQI,39.20689655,38.88350821,2024,7
LANSING / FILLEY STREET,Ingham,MI,AQI,41.64516129,38.88350821,2024,7
LANSING / FILLEY STREET,Ingham,MI,AQI,34.12903226,38.88350821,2024,8
LANSING / FILLEY STREET,Ingham,MI,AQI,42.32258065,38.88350821,2024,8
LANSING / FILLEY STREET,Ingham,MI,AQI,36.3,38.88350821,2024,9
LANSING / FILLEY STREET,Ingham,MI,AQI,35.06666667,38.88350821,2024,9
LANSING / FILLEY STREET,Ingham,MI,AQI,33.96774194,38.88350821,2024,10
LANSING / FILLEY STREET,Ingham,MI,AQI,34.32258065,38.88350821,2024,10
LANSING / FILLEY STREET,Ingham,MI,AQI,26.09090909,38.88350821,2024,11
LANSING / FILLEY STREET,Ingham,MI,AQI,23.66666667,38.88350821,2024,11
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.5,38.78448535,2020,1
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,36.4375,38.78448535,2020,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,36.90697674,38.78448535,2020,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,34.12903226,38.78448535,2020,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.80851064,38.78448535,2020,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.2,38.78448535,2020,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,32.75,38.78448535,2020,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,40.25806452,38.78448535,2020,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,30.86666667,38.78448535,2020,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,60.86666667,38.78448535,2020,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,40.71111111,38.78448535,2020,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,51.0,38.78448535,2020,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.04347826,38.78448535,2020,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,42.19354839,38.78448535,2020,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,41.875,38.78448535,2020,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,31.89655172,38.78448535,2020,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.02222222,38.78448535,2020,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,27.4,38.78448535,2020,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,31.27272727,38.78448535,2020,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,38.84615385,38.78448535,2020,11
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,42.86666667,38.78448535,2020,12
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.0,42.59804194,2021,1
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,35.27777778,42.59804194,2021,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,49.64285714,42.59804194,2021,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.74193548,42.59804194,2021,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,44.40322581,42.59804194,2021,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.36666667,42.59804194,2021,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,43.38333333,42.59804194,2021,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.63333333,42.59804194,2021,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.56451613,42.59804194,2021,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.16666667,42.59804194,2021,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.78333333,42.59804194,2021,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.75,42.59804194,2021,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,61.3125,42.59804194,2021,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.36666667,42.59804194,2021,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,55.91666667,42.59804194,2021,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.0,42.59804194,2021,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.15384615,42.59804194,2021,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,26.0,42.59804194,2021,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,39.46774194,42.59804194,2021,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,46.71666667,42.59804194,2021,11
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,51.70967742,42.59804194,2021,12
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,50.85714286,40.34060299,2022,1
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.16071429,40.34060299,2022,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.66666667,40.34060299,2022,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,38.21428571,40.34060299,2022,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,36.5,40.34060299,2022,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,33.23333333,40.34060299,2022,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,42.48275862,40.34060299,2022,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.87096774,40.34060299,2022,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,59.13333333,40.34060299,2022,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,42.16666667,40.34060299,2022,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,45.12903226,40.34060299,2022,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,41.96774194,40.34060299,2022,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.33333333,40.34060299,2022,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,40.64285714,40.34060299,2022,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,34.23333333,40.34060299,2022,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,38.25925926,40.34060299,2022,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,33.13333333,40.34060299,2022,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,46.35483871,40.34060299,2022,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,50.9,40.34060299,2022,11
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,50.06451613,40.34060299,2022,12
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,54.59677419,46.08247326,2023,1
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,46.01785714,46.08247326,2023,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,38.90322581,46.08247326,2023,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,44.19354839,46.08247326,2023,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,45.53333333,46.08247326,2023,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,29.0,46.08247326,2023,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,53.80645161,46.08247326,2023,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.60714286,46.08247326,2023,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,57.91304348,46.08247326,2023,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,86.54166667,46.08247326,2023,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,52.89285714,46.08247326,2023,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,57.48275862,46.08247326,2023,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,40.85185185,46.08247326,2023,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,33.84615385,46.08247326,2023,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,28.31818182,46.08247326,2023,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,38.16129032,46.08247326,2023,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.43333333,46.08247326,2023,11
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,45.65517241,46.08247326,2023,12
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,41.625,38.88350821,2024,1
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,33.5,38.88350821,2024,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,48.55882353,38.88350821,2024,2
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.45714286,38.88350821,2024,3
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,14.5,38.88350821,2024,4
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,34.0,38.88350821,2024,5
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,34.0,38.88350821,2024,6
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,44.75,38.88350821,2024,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,49.38709677,38.88350821,2024,7
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,37.8,38.88350821,2024,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,43.22580645,38.88350821,2024,8
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,40.17241379,38.88350821,2024,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,34.1,38.88350821,2024,9
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,35.51612903,38.88350821,2024,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,42.96774194,38.88350821,2024,10
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,31.0,38.88350821,2024,11
KALAMAZOO FAIRGROUNDS,Kalamazoo,MI,AQI,30.5,38.88350821,2024,11
GR-MONROE,Kent,MI,AQI,3.0,38.78448535,2020,12
GR-MONROE,Kent,MI,AQI,23.51724138,38.78448535,2020,12
GR-MONROE,Kent,MI,AQI,39.5,38.78448535,2020,12
GR-MONROE,Kent,MI,AQI,5.967741935,42.59804194,2021,12
GR-MONROE,Kent,MI,AQI,16.62068966,42.59804194,2021,12
GR-MONROE,Kent,MI,AQI,22.43333333,42.59804194,2021,12
GR-MONROE,Kent,MI,AQI,36.0,42.59804194,2021,12
GR-MONROE,Kent,MI,AQI,3.483870968,40.34060299,2022,12
GR-MONROE,Kent,MI,AQI,12.10344828,40.34060299,2022,12
GR-MONROE,Kent,MI,AQI,22.26666667,40.34060299,2022,12
GR-MONROE,Kent,MI,AQI,35.71428571,40.34060299,2022,12
GR-MONROE,Kent,MI,AQI,4.451612903,46.08247326,2023,12
GR-MONROE,Kent,MI,AQI,14.25,46.08247326,2023,12
GR-MONROE,Kent,MI,AQI,21.4,46.08247326,2023,12
GR-MONROE,Kent,MI,AQI,38.0,46.08247326,2023,12
"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",Lenawee,MI,AQI,40.96774194,38.78448535,2020,1
"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",Lenawee,MI,AQI,34.625,38.78448535,2020,2
"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",Lenawee,MI,AQI,43.27586207,38.78448535,2020,2
